pair_id,task_name,schema_id,latest_status,latest_status_code,attempt_count,successful_attempt_count,docker_incident_attempt_count,other_failure_attempt_count,needs_rerun,rerun_reason,latest_run_label,latest_started_at,latest_finished_at,latest_launcher_status,latest_launcher_stage,latest_launcher_returncode,latest_run_status,latest_failure_stage,latest_failure_type,latest_failure_summary,latest_selected_round_index,latest_selected_score_pct,latest_best_observed_round_index,latest_best_observed_score_pct,latest_early_stop,latest_timeout_detected,latest_has_intermediate_exceptions,latest_output_dir,attempt_run_labels
3d-scan-calc__artifact-generation,3d-scan-calc,artifact-generation,completed,C,1,1,0,0,False,,run-first20x7-round0-2026-04-24,2026-04-24T21:51:35.987864+00:00,2026-04-24T22:15:30.802217+00:00,succeeded,run,0,completed,,,,0,100.0,0,100.0,False,False,False,<repo-root>/experiments/skillx-skillsbench-001/results/outer-loop-round0/sonnet45-task-list-first20-v0.1/pairs/3d-scan-calc__artifact-generation/refine_run_run-first20x7-round0-2026-04-24,run-first20x7-round0-2026-04-24
3d-scan-calc__analytic-pipeline,3d-scan-calc,analytic-pipeline,completed,C,1,1,0,0,False,,run-first20x7-round0-2026-04-24,2026-04-24T21:51:35.988364+00:00,2026-04-24T22:17:44.597220+00:00,succeeded,run,0,completed,,,,0,100.0,0,100.0,False,False,False,<repo-root>/experiments/skillx-skillsbench-001/results/outer-loop-round0/sonnet45-task-list-first20-v0.1/pairs/3d-scan-calc__analytic-pipeline/refine_run_run-first20x7-round0-2026-04-24,run-first20x7-round0-2026-04-24
3d-scan-calc__engineering-composition,3d-scan-calc,engineering-composition,completed,C,1,1,0,0,False,,run-first20x7-round0-2026-04-24,2026-04-24T21:51:35.988376+00:00,2026-04-24T22:10:21.172373+00:00,succeeded,run,0,completed,,,,0,100.0,0,100.0,True,False,False,<repo-root>/experiments/skillx-skillsbench-001/results/outer-loop-round0/sonnet45-task-list-first20-v0.1/pairs/3d-scan-calc__engineering-composition/refine_run_run-first20x7-round0-2026-04-24,run-first20x7-round0-2026-04-24
3d-scan-calc__retrieval-heavy-synthesis,3d-scan-calc,retrieval-heavy-synthesis,completed,C,1,1,0,0,False,,run-first20x7-round0-2026-04-24,2026-04-24T22:10:21.173443+00:00,2026-04-24T22:36:30.137091+00:00,succeeded,run,0,completed,,,,0,100.0,0,100.0,False,False,False,<repo-root>/experiments/skillx-skillsbench-001/results/outer-loop-round0/sonnet45-task-list-first20-v0.1/pairs/3d-scan-calc__retrieval-heavy-synthesis/refine_run_run-first20x7-round0-2026-04-24,run-first20x7-round0-2026-04-24
3d-scan-calc__environment-control,3d-scan-calc,environment-control,completed,C,1,1,0,0,False,,run-first20x7-round0-2026-04-24,2026-04-24T22:15:30.803258+00:00,2026-04-24T22:40:30.647613+00:00,succeeded,run,0,completed,,,,0,100.0,0,100.0,False,False,False,<repo-root>/experiments/skillx-skillsbench-001/results/outer-loop-round0/sonnet45-task-list-first20-v0.1/pairs/3d-scan-calc__environment-control/refine_run_run-first20x7-round0-2026-04-24,run-first20x7-round0-2026-04-24
3d-scan-calc__methodology-guardrail,3d-scan-calc,methodology-guardrail,completed,C,1,1,0,0,False,,run-first20x7-round0-2026-04-24,2026-04-24T22:17:44.598270+00:00,2026-04-24T22:43:31.620589+00:00,succeeded,run,0,completed,,,,0,100.0,0,100.0,False,False,False,<repo-root>/experiments/skillx-skillsbench-001/results/outer-loop-round0/sonnet45-task-list-first20-v0.1/pairs/3d-scan-calc__methodology-guardrail/refine_run_run-first20x7-round0-2026-04-24,run-first20x7-round0-2026-04-24
3d-scan-calc__orchestration-delegation,3d-scan-calc,orchestration-delegation,completed,C,1,1,0,0,False,,run-first20x7-round0-2026-04-24,2026-04-24T22:36:30.137988+00:00,2026-04-24T23:02:40.699324+00:00,succeeded,run,0,completed,,,,0,100.0,0,100.0,False,False,False,<repo-root>/experiments/skillx-skillsbench-001/results/outer-loop-round0/sonnet45-task-list-first20-v0.1/pairs/3d-scan-calc__orchestration-delegation/refine_run_run-first20x7-round0-2026-04-24,run-first20x7-round0-2026-04-24
adaptive-cruise-control__artifact-generation,adaptive-cruise-control,artifact-generation,completed,C,2,2,0,0,False,,run-first20-rate-limit-rerun-2026-04-27-3batch-b01,2026-04-27T18:55:56.039258+00:00,2026-04-27T18:55:56.039894+00:00,succeeded,skip_existing_succeeded,0,completed,,,,0,0.0,0,0.0,False,False,False,<repo-root>/experiments/skillx-skillsbench-001/results/outer-loop-round0/sonnet45-task-list-first20-v0.1/pairs/adaptive-cruise-control__artifact-generation/refine_run_run-first20-rate-limit-rerun-2026-04-27-3batch-b01,run-first20x7-round0-2026-04-24;run-first20-rate-limit-rerun-2026-04-27-3batch-b01
adaptive-cruise-control__analytic-pipeline,adaptive-cruise-control,analytic-pipeline,completed,C,2,2,0,0,False,,run-first20-rate-limit-rerun-2026-04-27-3batch-b01,2026-04-27T18:55:56.040627+00:00,2026-04-27T18:55:56.041356+00:00,succeeded,skip_existing_succeeded,0,completed,,,,0,0.0,0,0.0,False,False,False,<repo-root>/experiments/skillx-skillsbench-001/results/outer-loop-round0/sonnet45-task-list-first20-v0.1/pairs/adaptive-cruise-control__analytic-pipeline/refine_run_run-first20-rate-limit-rerun-2026-04-27-3batch-b01,run-first20x7-round0-2026-04-24;run-first20-rate-limit-rerun-2026-04-27-3batch-b01
adaptive-cruise-control__engineering-composition,adaptive-cruise-control,engineering-composition,completed,C,2,2,0,0,False,,run-first20-rate-limit-rerun-2026-04-27-3batch-b01,2026-04-27T18:55:56.041889+00:00,2026-04-27T18:55:56.042418+00:00,succeeded,skip_existing_succeeded,0,completed,,,,0,0.0,0,0.0,False,False,False,<repo-root>/experiments/skillx-skillsbench-001/results/outer-loop-round0/sonnet45-task-list-first20-v0.1/pairs/adaptive-cruise-control__engineering-composition/refine_run_run-first20-rate-limit-rerun-2026-04-27-3batch-b01,run-first20x7-round0-2026-04-24;run-first20-rate-limit-rerun-2026-04-27-3batch-b01
adaptive-cruise-control__retrieval-heavy-synthesis,adaptive-cruise-control,retrieval-heavy-synthesis,completed,C,2,2,0,0,False,,run-first20-rate-limit-rerun-2026-04-27-3batch-b01,2026-04-27T18:55:56.043008+00:00,2026-04-27T18:55:56.043404+00:00,succeeded,skip_existing_succeeded,0,completed,,,,2,100.0,2,100.0,False,False,False,<repo-root>/experiments/skillx-skillsbench-001/results/outer-loop-round0/sonnet45-task-list-first20-v0.1/pairs/adaptive-cruise-control__retrieval-heavy-synthesis/refine_run_run-first20-rate-limit-rerun-2026-04-27-3batch-b01,run-first20x7-round0-2026-04-24;run-first20-rate-limit-rerun-2026-04-27-3batch-b01
adaptive-cruise-control__environment-control,adaptive-cruise-control,environment-control,completed,C,2,2,0,0,False,,run-first20-rate-limit-rerun-2026-04-27-3batch-b01,2026-04-27T18:55:56.043910+00:00,2026-04-27T18:55:56.045750+00:00,succeeded,skip_existing_succeeded,0,completed,,,,0,0.0,0,0.0,False,False,False,<repo-root>/experiments/skillx-skillsbench-001/results/outer-loop-round0/sonnet45-task-list-first20-v0.1/pairs/adaptive-cruise-control__environment-control/refine_run_run-first20-rate-limit-rerun-2026-04-27-3batch-b01,run-first20x7-round0-2026-04-24;run-first20-rate-limit-rerun-2026-04-27-3batch-b01
adaptive-cruise-control__methodology-guardrail,adaptive-cruise-control,methodology-guardrail,completed,C,2,2,0,0,False,,run-first20-rate-limit-rerun-2026-04-27-3batch-b01,2026-04-27T18:55:56.046406+00:00,2026-04-27T18:55:56.047706+00:00,succeeded,skip_existing_succeeded,0,completed,,,,0,0.0,0,0.0,False,False,False,<repo-root>/experiments/skillx-skillsbench-001/results/outer-loop-round0/sonnet45-task-list-first20-v0.1/pairs/adaptive-cruise-control__methodology-guardrail/refine_run_run-first20-rate-limit-rerun-2026-04-27-3batch-b01,run-first20x7-round0-2026-04-24;run-first20-rate-limit-rerun-2026-04-27-3batch-b01
adaptive-cruise-control__orchestration-delegation,adaptive-cruise-control,orchestration-delegation,completed,C,2,2,0,0,False,,run-first20-rate-limit-rerun-2026-04-27-3batch-b01,2026-04-27T18:55:56.048515+00:00,2026-04-27T18:55:56.048889+00:00,succeeded,skip_existing_succeeded,0,completed,,,,1,100.0,1,100.0,False,False,False,<repo-root>/experiments/skillx-skillsbench-001/results/outer-loop-round0/sonnet45-task-list-first20-v0.1/pairs/adaptive-cruise-control__orchestration-delegation/refine_run_run-first20-rate-limit-rerun-2026-04-27-3batch-b01,run-first20x7-round0-2026-04-24;run-first20-rate-limit-rerun-2026-04-27-3batch-b01
azure-bgp-oscillation-route-leak__artifact-generation,azure-bgp-oscillation-route-leak,artifact-generation,completed,C,2,2,0,0,False,,run-first20-rate-limit-rerun-2026-04-27-3batch-b02,2026-04-28T14:22:00.065861+00:00,2026-04-28T14:58:51.951910+00:00,succeeded,run,0,completed,,,,0,0.0,0,0.0,False,False,False,<repo-root>/experiments/skillx-skillsbench-001/results/outer-loop-round0/sonnet45-task-list-first20-v0.1/pairs/azure-bgp-oscillation-route-leak__artifact-generation/refine_run_run-first20-rate-limit-rerun-2026-04-27-3batch-b02,run-first20x7-round0-2026-04-24;run-first20-rate-limit-rerun-2026-04-27-3batch-b02
azure-bgp-oscillation-route-leak__analytic-pipeline,azure-bgp-oscillation-route-leak,analytic-pipeline,completed,C,2,1,0,1,False,,run-first20x7-rerun-failed5-2026-04-25-v2,2026-04-26T03:15:19.620881+00:00,2026-04-26T03:49:56.757492+00:00,succeeded,run,0,completed,,,,3,100.0,3,100.0,False,False,False,<repo-root>/experiments/skillx-skillsbench-001/results/outer-loop-round0/sonnet45-task-list-first20-v0.1/pairs/azure-bgp-oscillation-route-leak__analytic-pipeline/refine_run_run-first20x7-rerun-failed5-2026-04-25-v2,run-first20x7-round0-2026-04-24;run-first20x7-rerun-failed5-2026-04-25-v2
azure-bgp-oscillation-route-leak__engineering-composition,azure-bgp-oscillation-route-leak,engineering-composition,completed,C,2,1,0,1,False,,run-first20x7-rerun-failed5-2026-04-25-v2,2026-04-26T03:15:19.620958+00:00,2026-04-26T03:51:06.420404+00:00,succeeded,run,0,completed,,,,0,0.0,0,0.0,False,False,False,<repo-root>/experiments/skillx-skillsbench-001/results/outer-loop-round0/sonnet45-task-list-first20-v0.1/pairs/azure-bgp-oscillation-route-leak__engineering-composition/refine_run_run-first20x7-rerun-failed5-2026-04-25-v2,run-first20x7-round0-2026-04-24;run-first20x7-rerun-failed5-2026-04-25-v2
azure-bgp-oscillation-route-leak__retrieval-heavy-synthesis,azure-bgp-oscillation-route-leak,retrieval-heavy-synthesis,completed,C,2,1,0,1,False,,run-first20x7-rerun-failed5-2026-04-25-v2,2026-04-26T03:15:19.621016+00:00,2026-04-26T03:49:53.352337+00:00,succeeded,run,0,completed,,,,0,0.0,0,0.0,False,False,False,<repo-root>/experiments/skillx-skillsbench-001/results/outer-loop-round0/sonnet45-task-list-first20-v0.1/pairs/azure-bgp-oscillation-route-leak__retrieval-heavy-synthesis/refine_run_run-first20x7-rerun-failed5-2026-04-25-v2,run-first20x7-round0-2026-04-24;run-first20x7-rerun-failed5-2026-04-25-v2
azure-bgp-oscillation-route-leak__environment-control,azure-bgp-oscillation-route-leak,environment-control,completed,C,1,1,0,0,False,,run-first20x7-round0-2026-04-24,2026-04-25T05:46:11.638539+00:00,2026-04-25T06:17:22.549080+00:00,succeeded,run,0,completed,,,,0,0.0,0,0.0,False,False,False,<repo-root>/experiments/skillx-skillsbench-001/results/outer-loop-round0/sonnet45-task-list-first20-v0.1/pairs/azure-bgp-oscillation-route-leak__environment-control/refine_run_run-first20x7-round0-2026-04-24,run-first20x7-round0-2026-04-24
azure-bgp-oscillation-route-leak__methodology-guardrail,azure-bgp-oscillation-route-leak,methodology-guardrail,completed,C,1,1,0,0,False,,run-first20x7-round0-2026-04-24,2026-04-25T05:46:11.638767+00:00,2026-04-25T06:22:20.419070+00:00,succeeded,run,0,completed,,,,3,100.0,3,100.0,False,False,False,<repo-root>/experiments/skillx-skillsbench-001/results/outer-loop-round0/sonnet45-task-list-first20-v0.1/pairs/azure-bgp-oscillation-route-leak__methodology-guardrail/refine_run_run-first20x7-round0-2026-04-24,run-first20x7-round0-2026-04-24
azure-bgp-oscillation-route-leak__orchestration-delegation,azure-bgp-oscillation-route-leak,orchestration-delegation,completed,C,1,1,0,0,False,,run-first20x7-round0-2026-04-24,2026-04-25T05:46:11.638979+00:00,2026-04-25T06:22:10.263246+00:00,succeeded,run,0,completed,,,,2,100.0,2,100.0,False,False,False,<repo-root>/experiments/skillx-skillsbench-001/results/outer-loop-round0/sonnet45-task-list-first20-v0.1/pairs/azure-bgp-oscillation-route-leak__orchestration-delegation/refine_run_run-first20x7-round0-2026-04-24,run-first20x7-round0-2026-04-24
citation-check__artifact-generation,citation-check,artifact-generation,completed,C,2,2,0,0,False,,run-first20-rate-limit-rerun-2026-04-27-3batch-b01,2026-04-27T18:55:56.049560+00:00,2026-04-27T19:06:12.376551+00:00,succeeded,run,0,skipped_baseline_perfect,,,,0,100.0,0,100.0,False,False,False,<repo-root>/experiments/skillx-skillsbench-001/results/outer-loop-round0/sonnet45-task-list-first20-v0.1/pairs/citation-check__artifact-generation/refine_run_run-first20-rate-limit-rerun-2026-04-27-3batch-b01,run-first20x7-round0-2026-04-24;run-first20-rate-limit-rerun-2026-04-27-3batch-b01
citation-check__analytic-pipeline,citation-check,analytic-pipeline,completed,C,2,2,0,0,False,,run-first20-rate-limit-rerun-2026-04-27-3batch-b01,2026-04-27T19:06:12.379837+00:00,2026-04-27T19:20:49.391350+00:00,succeeded,run,0,skipped_baseline_perfect,,,,0,100.0,0,100.0,False,False,False,<repo-root>/experiments/skillx-skillsbench-001/results/outer-loop-round0/sonnet45-task-list-first20-v0.1/pairs/citation-check__analytic-pipeline/refine_run_run-first20-rate-limit-rerun-2026-04-27-3batch-b01,run-first20x7-round0-2026-04-24;run-first20-rate-limit-rerun-2026-04-27-3batch-b01
citation-check__engineering-composition,citation-check,engineering-composition,completed,C,2,2,0,0,False,,run-first20-rate-limit-rerun-2026-04-27-3batch-b01,2026-04-27T19:20:49.396029+00:00,2026-04-27T19:33:29.191164+00:00,succeeded,run,0,skipped_baseline_perfect,,,,0,100.0,0,100.0,False,False,False,<repo-root>/experiments/skillx-skillsbench-001/results/outer-loop-round0/sonnet45-task-list-first20-v0.1/pairs/citation-check__engineering-composition/refine_run_run-first20-rate-limit-rerun-2026-04-27-3batch-b01,run-first20x7-round0-2026-04-24;run-first20-rate-limit-rerun-2026-04-27-3batch-b01
citation-check__retrieval-heavy-synthesis,citation-check,retrieval-heavy-synthesis,completed,C,2,2,0,0,False,,run-first20-rate-limit-rerun-2026-04-27-3batch-b01,2026-04-27T19:33:29.195258+00:00,2026-04-27T19:47:25.880033+00:00,succeeded,run,0,skipped_baseline_perfect,,,,0,100.0,0,100.0,False,False,False,<repo-root>/experiments/skillx-skillsbench-001/results/outer-loop-round0/sonnet45-task-list-first20-v0.1/pairs/citation-check__retrieval-heavy-synthesis/refine_run_run-first20-rate-limit-rerun-2026-04-27-3batch-b01,run-first20x7-round0-2026-04-24;run-first20-rate-limit-rerun-2026-04-27-3batch-b01
citation-check__environment-control,citation-check,environment-control,completed,C,2,2,0,0,False,,run-first20-rate-limit-rerun-2026-04-27-3batch-b01,2026-04-27T19:47:25.883737+00:00,2026-04-27T20:02:07.490411+00:00,succeeded,run,0,skipped_baseline_perfect,,,,0,100.0,0,100.0,False,False,False,<repo-root>/experiments/skillx-skillsbench-001/results/outer-loop-round0/sonnet45-task-list-first20-v0.1/pairs/citation-check__environment-control/refine_run_run-first20-rate-limit-rerun-2026-04-27-3batch-b01,run-first20x7-round0-2026-04-24;run-first20-rate-limit-rerun-2026-04-27-3batch-b01
citation-check__methodology-guardrail,citation-check,methodology-guardrail,completed,C,2,2,0,0,False,,run-first20-rate-limit-rerun-2026-04-27-3batch-b01,2026-04-27T20:02:07.497128+00:00,2026-04-27T20:15:46.550170+00:00,succeeded,run,0,skipped_baseline_perfect,,,,0,100.0,0,100.0,False,False,False,<repo-root>/experiments/skillx-skillsbench-001/results/outer-loop-round0/sonnet45-task-list-first20-v0.1/pairs/citation-check__methodology-guardrail/refine_run_run-first20-rate-limit-rerun-2026-04-27-3batch-b01,run-first20x7-round0-2026-04-24;run-first20-rate-limit-rerun-2026-04-27-3batch-b01
citation-check__orchestration-delegation,citation-check,orchestration-delegation,completed,C,2,2,0,0,False,,run-first20-rate-limit-rerun-2026-04-27-3batch-b01,2026-04-27T20:15:46.554938+00:00,2026-04-27T20:29:07.838786+00:00,succeeded,run,0,skipped_baseline_perfect,,,,0,100.0,0,100.0,False,False,False,<repo-root>/experiments/skillx-skillsbench-001/results/outer-loop-round0/sonnet45-task-list-first20-v0.1/pairs/citation-check__orchestration-delegation/refine_run_run-first20-rate-limit-rerun-2026-04-27-3batch-b01,run-first20x7-round0-2026-04-24;run-first20-rate-limit-rerun-2026-04-27-3batch-b01
civ6-adjacency-optimizer__artifact-generation,civ6-adjacency-optimizer,artifact-generation,completed,C,2,2,0,0,False,,run-first20-rate-limit-rerun-2026-04-27-3batch-b01,2026-04-27T20:29:07.843663+00:00,2026-04-27T21:57:09.711302+00:00,succeeded,run,0,completed,,,,1,60.0,1,60.0,False,False,False,<repo-root>/experiments/skillx-skillsbench-001/results/outer-loop-round0/sonnet45-task-list-first20-v0.1/pairs/civ6-adjacency-optimizer__artifact-generation/refine_run_run-first20-rate-limit-rerun-2026-04-27-3batch-b01,run-first20x7-round0-2026-04-24;run-first20-rate-limit-rerun-2026-04-27-3batch-b01
civ6-adjacency-optimizer__analytic-pipeline,civ6-adjacency-optimizer,analytic-pipeline,completed,C,2,2,0,0,False,,run-first20-rate-limit-rerun-2026-04-27-3batch-b01,2026-04-27T21:57:09.717903+00:00,2026-04-27T22:50:56.248792+00:00,succeeded,run,0,completed,,,,3,55.0,3,55.0,False,False,False,<repo-root>/experiments/skillx-skillsbench-001/results/outer-loop-round0/sonnet45-task-list-first20-v0.1/pairs/civ6-adjacency-optimizer__analytic-pipeline/refine_run_run-first20-rate-limit-rerun-2026-04-27-3batch-b01,run-first20x7-round0-2026-04-24;run-first20-rate-limit-rerun-2026-04-27-3batch-b01
civ6-adjacency-optimizer__engineering-composition,civ6-adjacency-optimizer,engineering-composition,completed,C,2,2,0,0,False,,run-first20-rate-limit-rerun-2026-04-27-3batch-b01,2026-04-27T22:50:56.254999+00:00,2026-04-28T00:29:15.763814+00:00,succeeded,run,0,completed,,,,3,40.0,3,40.0,False,False,False,<repo-root>/experiments/skillx-skillsbench-001/results/outer-loop-round0/sonnet45-task-list-first20-v0.1/pairs/civ6-adjacency-optimizer__engineering-composition/refine_run_run-first20-rate-limit-rerun-2026-04-27-3batch-b01,run-first20x7-round0-2026-04-24;run-first20-rate-limit-rerun-2026-04-27-3batch-b01
civ6-adjacency-optimizer__retrieval-heavy-synthesis,civ6-adjacency-optimizer,retrieval-heavy-synthesis,completed,C,2,2,0,0,False,,run-first20-rate-limit-rerun-2026-04-27-3batch-b01,2026-04-28T00:29:15.769696+00:00,2026-04-28T01:53:08.459918+00:00,succeeded,run,0,completed,,,,0,45.0,0,45.0,False,False,False,<repo-root>/experiments/skillx-skillsbench-001/results/outer-loop-round0/sonnet45-task-list-first20-v0.1/pairs/civ6-adjacency-optimizer__retrieval-heavy-synthesis/refine_run_run-first20-rate-limit-rerun-2026-04-27-3batch-b01,run-first20x7-round0-2026-04-24;run-first20-rate-limit-rerun-2026-04-27-3batch-b01
civ6-adjacency-optimizer__environment-control,civ6-adjacency-optimizer,environment-control,completed,C,2,2,0,0,False,,run-first20-rate-limit-rerun-2026-04-27-3batch-b01,2026-04-28T01:53:08.465400+00:00,2026-04-28T03:21:15.563341+00:00,succeeded,run,0,completed,,,,2,60.0,2,60.0,False,False,False,<repo-root>/experiments/skillx-skillsbench-001/results/outer-loop-round0/sonnet45-task-list-first20-v0.1/pairs/civ6-adjacency-optimizer__environment-control/refine_run_run-first20-rate-limit-rerun-2026-04-27-3batch-b01,run-first20x7-round0-2026-04-24;run-first20-rate-limit-rerun-2026-04-27-3batch-b01
civ6-adjacency-optimizer__methodology-guardrail,civ6-adjacency-optimizer,methodology-guardrail,completed,C,2,2,0,0,False,,run-first20-rate-limit-rerun-2026-04-27-3batch-b01,2026-04-28T03:21:15.568639+00:00,2026-04-28T04:30:01.530308+00:00,succeeded,run,0,completed,,,,2,60.0,2,60.0,False,False,False,<repo-root>/experiments/skillx-skillsbench-001/results/outer-loop-round0/sonnet45-task-list-first20-v0.1/pairs/civ6-adjacency-optimizer__methodology-guardrail/refine_run_run-first20-rate-limit-rerun-2026-04-27-3batch-b01,run-first20x7-round0-2026-04-24;run-first20-rate-limit-rerun-2026-04-27-3batch-b01
civ6-adjacency-optimizer__orchestration-delegation,civ6-adjacency-optimizer,orchestration-delegation,completed,C,2,2,0,0,False,,run-first20-rate-limit-rerun-2026-04-27-3batch-b01,2026-04-28T04:30:01.535085+00:00,2026-04-28T05:33:13.136494+00:00,succeeded,run,0,completed,,,,0,60.0,0,60.0,False,False,False,<repo-root>/experiments/skillx-skillsbench-001/results/outer-loop-round0/sonnet45-task-list-first20-v0.1/pairs/civ6-adjacency-optimizer__orchestration-delegation/refine_run_run-first20-rate-limit-rerun-2026-04-27-3batch-b01,run-first20x7-round0-2026-04-24;run-first20-rate-limit-rerun-2026-04-27-3batch-b01
